Provider ID,Hospital name,City,State,Payment,Lower estimate,Higher estimate,Payment category,Value of care display name,Value of care category
171384,NEWMAN REGIONAL HEALTH,EMPORIA,KS,"$17,379","$15,975","$18,802",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
180116,JACKSON PURCHASE MEDICAL CENTER,MAYFIELD,KY,"$17,117","$15,848","$18,419",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
180141,UNIVERSITY OF LOUISVILLE HOSPITAL,LOUISVILLE,KY,"$19,992","$18,047","$21,885",Greater Than the National Average Payment,Value of Care Pneumonia measure,Worse Mortality and Higher Payment
171376,GIRARD MEDICAL CENTER,GIRARD,KS,"$17,448","$15,163","$19,787",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
161361,VAN DIEST MEDICAL CENTER,WEBSTER CITY,IA,"$22,711","$19,859","$26,045",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
180092,CLARK REGIONAL MEDICAL CENTER,WINCHESTER,KY,"$24,423","$21,245","$28,163",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
181304,TRIGG COUNTY HOSPITAL,CADIZ,KY,"$19,876","$17,125","$22,482",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
170186,KANSAS HEART HOSPITAL,WICHITA,KS,"$27,928","$25,983","$30,096",Greater Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Higher Payment
180009,KING'S DAUGHTERS' MEDICAL CENTER,ASHLAND,KY,"$25,794","$24,176","$27,626",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
180016,JEWISH HOSPITAL - SHELBYVILLE,SHELBYVILLE,KY,"$17,795","$15,470","$20,122",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
170122,"ASCENSION VIA CHRISTI HOSPITALS WICHITA, INC.",WICHITA,KS,"$20,359","$19,657","$21,083",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
171383,WILLIAM NEWTON HOSPITAL,WINFIELD,KS,"$16,146","$14,200","$18,458",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
171311,ROOKS COUNTY HEALTH CENTER,PLAINVILLE,KS,"$22,143","$20,103","$24,508",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
171341,HIAWATHA COMMUNITY HOSPITAL,HIAWATHA,KS,"$19,171","$16,941","$21,412",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
181315,EPHRAIM MCDOWELL FORT LOGAN HOSPITAL,STANFORD,KY,"$15,562","$13,741","$17,529",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
191323,RICHLAND PARISH HOSPITAL-DELHI,DELHI,LA,"$18,286","$15,806","$21,152",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
180095,CRITTENDEN HEALTH SYSTEM,MARION,KY,"$15,125","$13,548","$16,631",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
190202,OCHSNER MEDICAL CENTER - BATON ROUGE,BATON ROUGE,LA,"$18,387","$16,536","$20,154",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
161368,FLOYD VALLEY HEALTHCARE,LE MARS,IA,"$17,898","$16,460","$19,470",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
170120,LABETTE HEALTH,PARSONS,KS,"$18,764","$16,429","$21,170",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
171321,MEADE DISTRICT HOSPITAL,MEADE,KS,"$17,743","$15,065","$20,370",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
161362,CHEROKEE REGIONAL MEDICAL CENTER,CHEROKEE,IA,"$20,109","$18,353","$21,846",Greater Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Higher Payment
180029,HAZARD ARH REGIONAL MEDICAL CENTER,HAZARD,KY,"$16,135","$15,161","$17,185",Less Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Lower Payment
171381,MEMORIAL HOSPITAL,ABILENE,KS,"$17,967","$15,689","$20,449",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
171361,REPUBLIC COUNTY HOSPITAL,BELLEVILLE,KS,"$22,331","$19,926","$24,662",Greater Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Higher Payment
171321,MEADE DISTRICT HOSPITAL,MEADE,KS,"$22,096","$20,253","$24,070",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
180070,TWIN LAKES REGIONAL MEDICAL CENTER,LEITCHFIELD,KY,"$16,615","$15,389","$17,839",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
171374,FREDONIA REGIONAL HOSPITAL,FREDONIA,KS,"$21,409","$18,322","$24,439",Greater Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Higher Payment
190036,OCHSNER MEDICAL CENTER,NEW ORLEANS,LA,"$18,058","$17,566","$18,575",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
180093,BAPTIST HEALTH MADISONVILLE,MADISONVILLE,KY,"$23,455","$21,707","$25,263",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
171376,GIRARD MEDICAL CENTER,GIRARD,KS,"$18,889","$16,127","$22,097",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
170027,PRATT REGIONAL MEDICAL CENTER,PRATT,KS,"$18,492","$16,528","$20,741",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
180106,THE MEDICAL CENTER AT ALBANY,ALBANY,KY,"$14,502","$12,790","$16,183",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
171352,DECATUR COUNTY HOSPITAL,OBERLIN,KS,"$19,950","$16,644","$23,087",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
181318,THE MEDICAL CENTER AT FRANKLIN,FRANKLIN,KY,"$18,327","$16,333","$20,441",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
180130,BAPTIST HEALTH LOUISVILLE,LOUISVILLE,KY,"$17,317","$16,669","$17,961",No Different Than the National Average Payment,Value of Care Heart Failure measur,Worse Mortality and Average Payment
170185,SAINT LUKE'S SOUTH HOSPITAL,OVERLAND PARK,KS,"$18,315","$16,991","$19,597",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
181307,MORGAN COUNTY ARH HOSPITAL,WEST LIBERTY,KY,"$18,512","$15,833","$21,114",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
170006,VIA CHRISTI HOSPITAL PITTSBURG INC,PITTSBURG,KS,"$23,333","$21,315","$25,527",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
190017,OPELOUSAS GENERAL HEALTH SYSTEM,OPELOUSAS,LA,"$18,789","$17,398","$20,308",Greater Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Higher Payment
181328,BARBOURVILLE ARH HOSPITAL,BARBOURVILLE,KY,"$15,411","$13,723","$17,093",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
180138,BAPTIST HEALTH LA GRANGE,LA GRANGE,KY,"$17,922","$15,641","$20,341",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
170020,HUTCHINSON REGIONAL MEDICAL CENTER INC,HUTCHINSON,KS,"$17,172","$16,256","$18,034",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
161364,JEFFERSON COUNTY HEALTH CENTER,FAIRFIELD,IA,"$17,500","$15,325","$20,008",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
180064,SAINT JOSEPH MOUNT STERLING,MOUNT STERLING,KY,"$17,523","$16,192","$18,888",No Different Than the National Average Payment,Value of Care Pneumonia measure,Worse Mortality and Average Payment
170020,HUTCHINSON REGIONAL MEDICAL CENTER INC,HUTCHINSON,KS,"$25,077","$23,122","$27,231",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
171368,MINNEOLA DISTRICT HOSPITAL NBR 2,MINNEOLA,KS,"$20,569","$17,856","$23,380",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
171356,ST LUKE HOSPITAL & LIVING CENTER,MARION,KS,"$17,668","$14,688","$20,642",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
180070,TWIN LAKES REGIONAL MEDICAL CENTER,LEITCHFIELD,KY,"$15,273","$13,933","$16,854",Less Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Lower Payment
170103,NEWTON MEDICAL CENTER,NEWTON,KS,"$26,051","$22,772","$29,903",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
170009,SAINT JOHN HOSPITAL,LEAVENWORTH,KS,"$17,983","$16,259","$19,669",No Different Than the National Average Payment,Value of Care Pneumonia measure,Better Mortality and Average Payment
180049,BAPTIST HEALTH RICHMOND,RICHMOND,KY,"$20,677","$19,151","$22,221",Greater Than the National Average Payment,Value of Care Pneumonia measure,Worse Mortality and Higher Payment
180056,METHODIST HOSPITAL,HENDERSON,KY,"$18,312","$16,965","$19,635",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
180012,HARDIN MEMORIAL HOSPITAL,ELIZABETHTOWN,KY,"$20,880","$20,193","$21,587",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
180116,JACKSON PURCHASE MEDICAL CENTER,MAYFIELD,KY,"$25,580","$22,319","$29,512",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
180104,BAPTIST HEALTH PADUCAH,PADUCAH,KY,"$15,824","$14,890","$16,828",Less Than the National Average Payment,Value of Care Heart Failure measur,Worse Mortality and Lower Payment
190102,"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",LAFAYETTE,LA,"$17,255","$16,140","$18,380",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
161374,MYRTUE MEDICAL CENTER,HARLAN,IA,"$19,532","$17,552","$21,741",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
180001,ST ELIZABETH FT THOMAS,FORT THOMAS,KY,"$23,460","$20,401","$26,919",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
180103,BAPTIST HEALTH LEXINGTON,LEXINGTON,KY,"$25,533","$23,819","$27,314",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
171319,HOLTON COMMUNITY HOSPITAL,HOLTON,KS,"$16,075","$13,879","$18,222",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
180104,BAPTIST HEALTH PADUCAH,PADUCAH,KY,"$21,764","$20,629","$22,909",No Different Than the National Average Payment,Value of Care hip/knee replacement,Worse Complications and Average Payment
170086,STORMONT VAIL HOSPITAL,TOPEKA,KS,"$18,628","$17,792","$19,480",Greater Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Higher Payment
180132,LAKE CUMBERLAND REGIONAL HOSPITAL,SOMERSET,KY,"$16,516","$15,567","$17,647",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
170049,OLATHE MEDICAL CENTER,OLATHE,KS,"$21,781","$21,075","$22,485",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
190102,"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",LAFAYETTE,LA,"$26,915","$24,474","$29,880",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
180093,BAPTIST HEALTH MADISONVILLE,MADISONVILLE,KY,"$18,170","$16,896","$19,555",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
180029,HAZARD ARH REGIONAL MEDICAL CENTER,HAZARD,KY,"$23,926","$22,038","$25,919",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
180025,FLAGET MEMORIAL HOSPITAL,BARDSTOWN,KY,"$21,176","$20,192","$22,200",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
180127,FRANKFORT REGIONAL MEDICAL CENTER,FRANKFORT,KY,"$19,217","$17,859","$20,578",Greater Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Higher Payment
181328,BARBOURVILLE ARH HOSPITAL,BARBOURVILLE,KY,"$15,061","$13,242","$17,121",Less Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Lower Payment
171375,MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS,BELOIT,KS,"$16,755","$14,949","$18,802",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
180019,MEADOWVIEW REGIONAL MEDICAL CENTER,MAYSVILLE,KY,"$18,006","$16,581","$19,403",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
180105,MONROE COUNTY MEDICAL CENTER,TOMPKINSVILLE,KY,"$14,479","$13,332","$15,560",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
171349,CLOUD COUNTY HEALTH CENTER,CONCORDIA,KS,"$16,998","$14,688","$19,741",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
171353,PHILLIPS COUNTY HEALTH SYSTEMS,PHILLIPSBURG,KS,"$24,064","$20,993","$27,356",Greater Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Higher Payment
180001,ST ELIZABETH FT THOMAS,FORT THOMAS,KY,"$17,572","$16,297","$18,887",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
181317,CUMBERLAND COUNTY HOSPITAL,BURKESVILLE,KY,"$16,072","$14,140","$18,278",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
180127,FRANKFORT REGIONAL MEDICAL CENTER,FRANKFORT,KY,"$22,587","$20,299","$25,317",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
